,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,generic_name,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,NCTid_1,NCTid_2,NCTid_3,NCTid_4,NCTid_5,NCTid_6,,
1,Pomalyst,,,,,,,,TRUE,,,,,,,Pomalyst (pomalidomide) is a thalidomide analogue indicated for the treatment of patients with multiple myeloma.,Celgene Corporation,Multiple Myeloma,8-Feb-13,2/8/13,pomalidomide,No,221,221,0,0,,,,,,,,
,Ravicti,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ravicti (glycerol phenylbutyrate) is a nitrogen-binding agent for the chronic management of patients with urea cycle disorders.,Hyperion Therapeutics,Urea Cycle Disorders,1-Feb-13,2/1/13,glycerol phenylbutyrate,New Active Ingredient,0,,,,,,,,,,,
,Delzicol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delzicol (mesalamine) is an aminosalicylate indicated for the treatment of mildly to moderately active ulcerative colitis and for the maintenance of remission of ulcerative colitis. ,"Allergan, Inc.",Ulcerative Colitis,1-Feb-13,2/1/13,mesalamine,New dosage,0,,,,,,,,,,,
1,Kynamro,,,TRUE,,,,,,,,,,,,Kynamro (mipomersen) is an oligonucleotide inhibitor of apolipoprotein B-100 synthesis indicated for the treatment of patients with homozygous familial hypercholesterolemia.,Kastle Therapeutics,Homozygous Familial Hypercholesterolemia,29-Jan-13,1/29/13,mipomersen,No,51,34,17,0,,,,,,,,
,Oxytrol for Women,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Oxytrol for Women (oxybutynin) is a muscarinic receptor antagonist transdermal patch available over-the-counter for the treatment of overactive bladder in women. ,Merck,Overactive Bladder,25-Jan-13,1/25/13,oxybutynin,Partial Rx to OTC Switch,0,,,,,,,,,,,
1,Nesina,TRUE,,,,,,,,,,,,,,Nesina (alogliptin) is a dipeptidyl peptidase-4 (DPP-4) inhibitor for the treatment of type 2 diabetes.,Takeda Pharmaceutical Company Limited ,Diabetes Type 2,25-Jan-13,1/25/13,alogliptin,No,4227,2381,712,1134,,,,,,,,
,Oseni,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oseni (alogliptin and pioglitazone) is a dipeptidyl peptidase-4 (DPP-4) inhibitor and thiazolidinedione fixed-dose combination for the treatment of type 2 diabetes.,Takeda Pharmaceutical Company Limited,Diabetes Type 2,25-Jan-13,1/25/13,alogliptin and pioglitazone,New combo,0,,,,,,,,,,,
,Kazano,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kazano (alogliptin and metformin) is a dipeptidyl peptidase-4 (DPP-4) inhibitor and biguanide antihyperglycemic fixed-dose combination for the treatment of type 2 diabetes.,Takeda Pharmaceutical Company Limited,Diabetes Type 2,25-Jan-13,1/25/13,alogliptin and metformin,New combo,0,,,,,,,,,,,
,Octaplas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octaplas is a solvent/detergent (S/D) treated, pooled human plasma indicated for the replacement of multiple coagulation factors in patients with acquireddeficiencies and plasma exchange in patients with thrombotic thrombocytopenic purpura.",Octapharma,Bleeding,17-Jan-13,1/17/13,S/D,Solvent,0,,,,,,,,,,,
,Zecuity,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Zecuity (sumatriptan iontophoretic transdermal system) is a serotonin (5HT) 1b/1d receptor agonist (triptan) indicated for the acute treatment of migraine.,NuPathe Inc.,Migraine,17-Jan-13,1/17/13,sumatriptan iontophoretic transdermal system,New dosage,0,,,,,,,,,,,
1,Flublok,,,,,,,TRUE,,,,,,,,"FluBlok (influenza vaccine, recombinant hemagglutinin) is an influenza vaccine indicated for active immunization against seasonal influenza in adults 18 years of age and older .",Protein Sciences Corp.,Influenza Prophylaxis,16-Jan-13,1/16/13,"influenza vaccine, recombinant hemagglutinin",Flu,14941,7816,6793,332,,,,,,,,
,Uceris,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Uceris (budesonide) is a glucocorticosteroid indicated for the induction of remission in patients with active, mild to moderate ulcerative colitis. ","Santarus, Inc.",Ulcerative Colitis,14-Jan-13,1/14/13,budesonide,New formulation or New Manufacturer,0,,,,,,,,,,,
,Skyla,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Skyla (levonorgestrel) is a progestin-containing intrauterine system (IUS) indicated for prevention of pregnancy for up to three years. ,Bayer HealthCare Pharmaceuticals Inc.,Contraception,9-Jan-13,1/9/13,levonorgestrel,New formulation or New Manufacturer,0,,,,,,,,,,,
1,Mytesi,TRUE,,,,,,,,,,,,,,Mytesi (crofelemer) is a proanthocyanidin oligomer indicated to relieve symptoms of diarrhea in HIV/AIDS patients taking antiretroviral therapy.,"Napo Pharmaceuticals, Inc.",Diarrhea,31-Dec-12,12/31/12,crofelemer,No,749,518,231,0,,,,,,,,
1,Sirturo,,,,,,,TRUE,,,,,,,,Sirturo (bedaquiline) is an oral diarylquinoline antimycobacterial drug indicated for the treatment of pulmonary multi-drug resistant tuberculosis.,"Janssen Research & Development, LLC",Tuberculosis -- Resistant,28-Dec-12,12/28/12,bedaquiline,No,207,102,105,0,,,,,,,,
1,Bivigam,,,,,,,TRUE,,,,,,,,Bivigam is an immune globulin intravenous (human) indicated for the treatment of primary humoral immunodeficiency.,"Alexza Pharmaceuticals, Inc.","Agitation, Schizophrenia, Bipolar Disorder",21-Dec-12,12/21/12,human,Immune,58,58,0,0,,,,,,,,
1,Eliquis,,TRUE,,,,,,,,,,,,,"Eliquis (apixaban) is a factor Xa inhibitor anticoagulant indicated to reduce the risk of stroke and systemic embolism in patients with nonvalvular atrial fibrillation, and for the prophylaxis of deep vein thrombosis (DVT) in patients who have undergone hip or knee replacement surgery. ",Aegerion Pharmaceuticals Inc.,Homozygous Familial Hypercholesterolemia,21-Dec-12,12/21/12,apixaban,No,23799,11927,0,11872,,,,,,,,
,VariZIG,,,,,,,,,,,,,,,VariZIG is a varicella zoster immune globulin (human) intended to reduce the severity of chickenpox (varicella) infections in high risk individuals.,"NPS Pharmaceuticals, Inc.",Short Bowel Syndrome,21-Dec-12,12/21/12,human,Blood,60,60,0,0,,,,,,,,
1,Gattex,TRUE,,,,,,,,,,,,,,Gattex (teduglutide) is a recombinant analog of human glucagon-like peptide 2 for the treatment of short bowel syndrome in adults and pediatric patients one year of age and older.,Biotest Pharmaceuticals Corporation,Primary Immunodeficiency Syndrome,21-Dec-12,12/21/12,teduglutide,No,170,111,59,0,,,,,,,,
1,Juxtapid,,,TRUE,,,,,,,,,,,,Juxtapid (lomitapide) is a microsomal triglyceride transfer protein inhibitor indicated for the treatment of patients with homozygous familial hypercholesterolemia.,Cangene Corporation,Varicella-Zoster,20-Dec-12,12/20/12,lomitapide,No,29,29,0,0,,,,,,,,
1,Iclusig,,,,,,,,TRUE,,,,,,,Iclusig (ponatinib) is a kinase inhibitor  for the treatment of chronic myeloid leukemia (CML) and Philadelphia-chromosome positive acute lymphoblastic leukemia (Ph+ ALL).,"Ariad Pharmaceuticals, Inc.","Chronic Myelogenous Leukemia, Acute Lymphoblastic Leukemia",14-Dec-12,12/14/12,ponatinib,No,444,444,0,0,,,,,,,,
1,Signifor,,,,,,TRUE,,,,,,,,,Signifor (pasireotide) is a multireceptor targeting somatostatin analog for the treatment of patients with Cushing's disease.,GlaxoSmithKline,Inhalation Bacillus anthracis,14-Dec-12,12/14/12,pasireotide,No,162,162,0,0,,,,,,,,
,Adasuve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Adasuve (loxapine) is a typical antipsychotic indicated for the acute treatment of agitation associated with schizophrenia or bipolar I disorder in adults.,Novartis Pharmaceuticals Corporation,Cushing's Syndrome,14-Dec-12,12/14/12,loxapine,New dosage,0,,,,,,,,,,,
,Evarrest,,,,,,,,,,,,,,,Evarrest (fibrin sealant patch) is indicated for use with manual compression as an adjunct to hemostasis for problematic soft tissue bleeding during surgery.,"Ethicon, Inc.",Bleeding,5-Dec-12,12/5/12,fibrin sealant patch,Blood,494,259,0,235,,,,,,,,
1,Cometriq,,,,,,,,TRUE,,,,,,,"Cometriq (cabozantinib) is a kinase inhibitor indicated for the treatment of patients with progressive, metastatic medullary thyroid cancer.","Exelixis, Inc.",Thyroid Cancer,29-Nov-12,11/29/12,cabozantinib,No,330,219,111,0,,,,,,,,
,Flucelvax,,,,,,,,,,,,,,,Flucelvax (influenza virus vaccine) is an inactivated vaccine indicated for active immunization for the prevention of influenza.,Novartis,Influenza Prophylaxis,20-Nov-12,11/20/12,influenza virus vaccine,Vaccine,0,,,,,,,,,,,
1,Xeljanz,,,,,,,,TRUE,,,,,,,"Xeljanz (tofacitinib) is an oral Janus kinase (JAK) inhibitor for the treatment of adult patients with moderately to severely active rheumatoid arthritis, active psoriatic arthritis, and moderately to severely active ulcerative colitis.",Pfizer Inc.,"Rheumatoid Arthritis, Psoriatic Arthritis, Ulcerative Colitis",6-Nov-12,11/6/12,tofacitinib,No,3322,2437,681,204,,,,,,,,
1,Synribo,,,,,,,,TRUE,,,,,,,Synribo (omacetaxine mepesuccinate) is a first-in-class small molecule drug for the treatment of adult patients with chronic or accelerated phase chronic myeloid leukemia.,Teva Pharmaceuticals,Chronic Myelogenous Leukemia,26-Oct-12,10/26/12,omacetaxine mepesuccinate,No,111,111,0,0,,,,,,,,
1,Fycompa,,,,,,,,,,TRUE,,,,,"Fycompa (perampanel) is a non-competitive AMPA glutamate receptor antagonist indicated for the treatment of partial-onset seizures, and as adjunctive therapy in the treatment of primary generalized tonic-clonic (PGTC) seizures in patients with epilepsy.",Eisai Inc.,"Epilepsy, Seizures",22-Oct-12,10/22/12,perampanel,No,1480,1038,442,0,,,,,,,,
1,Jetrea,,,,,,,,,,,,,TRUE,,Jetrea (ocriplasmin) is a proteolytic enzyme indicated for the treatment of symptomatic vitreomacular adhesion.,ThromboGenics NV,Vitreomacular Adhesion,17-Oct-12,10/17/12,ocriplasmin,No,652,464,188,0,,,,,,,,
,Cystaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cystaran (cysteamine cysteamine ophthalmic solution) is a  cystine-depleting agent indicated for the treatment of corneal cystine crystal accumulation in patients with cystinosis. ,"Sigma-Tau Pharmaceuticals, Inc. ",Cystinosis,2-Oct-12,10/2/12,cysteamine cysteamine ophthalmic solution,New dosage,0,,,,,,,,,,,
1,Stivarga,,,,,,,,TRUE,,,,,,,"Stivarga (regorafenib) is an oral multi-kinase inhibitor for the treatment of patients with metastatic colorectal cancer, gastrointestinal stromal tumors, and hepatocellular carcinoma.",Bayer HealthCare Pharmaceuticals Inc.,"Colorectal Cancer, Gastrointestinal Stromal Tumor, Hepatocellular Carcinoma",27-Sep-12,9/27/12,regorafenib,No,760,505,255,0,,,,,,,,
,Quillivant XR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Quillivant XR (methylphenidate) is a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).,"NextWave Pharmaceuticals, Inc.",Attention Deficit Disorder,27-Sep-12,9/27/12,methylphenidate,New dosage,0,,,,,,,,,,,
1,Aubagio,,,,,,,,TRUE,,,,,,,Aubagio (teriflunomide) is an oral pyrimidine synthesis inhibitor indicated for the treatment of patients with relapsing forms of multiple sclerosis.,Sanofi,Multiple Sclerosis,12-Sep-12,9/12/12,teriflunomide,No,1088,725,363,0,,,,,,,,
1,Bosulif,,,,,,,,TRUE,,,,,,,"Bosulif (bosutinib) is a kinase inhibitor indicated for the treatment of adult patients with chronic, accelerated, or blast phase Ph+ chronic myelogenous leukemia (CML). ",Pfizer Inc.,Chronic Myelogenous Leukemia,4-Sep-12,9/4/12,bosutinib,No,546,546,0,0,,,,,,,,
1,Xtandi,,,,,,,,TRUE,,,,,,,"Xtandi (enzalutamide) is an androgen receptor inhibitor indicated for the treatment of patients with castration-resistant prostate cancer, and metastatic castration-sensitive prostate cancer.",Astellas Pharma Inc.,Prostate Cancer,31-Aug-12,8/31/12,enzalutamide,No,1199,800,399,0,,,,,,,,
1,Linzess,TRUE,,,,,,,,,,,,,,Linzess (linaclotide) is a guanylate cyclase-C agonist indicated in adults for treatment of irritable bowel syndrome with constipation (IBS-C) and chronic idiopathic constipation (CIC).,"Allergan, Inc.","Irritable Bowel Syndrome, Constipation -- Chronic",30-Aug-12,8/30/12,linaclotide,No,2458,1236,1222,0,,,,,,,,
1,Granix,,,,,,,,TRUE,,,,,,,Granix (tbo-filgrastim) is a leukocyte growth factor indicated for the reduction in the duration of severe neutropenia in patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs.,Teva Pharmaceutical Industries Ltd.,Neutropenia Associated with Chemotherapy,29-Aug-12,8/29/12,tbo-filgrastim,Yes,0,,,,,,,,,,,
1,Stribild,,,,,,,,,,,,,,TRUE,"Stribild (cobicistat, elvitegravir, emtricitabine and tenofovir) is a complete once-daily single tablet regimen for HIV-1 infection for treatment-naí¿ve adults. ","Gilead Sciences, Inc.",HIV Infection,27-Aug-12,8/27/12,"cobicistat, elvitegravir, emtricitabine and tenofovir",No,1408,701,0,707,,,,,,,,
,Auvi-Q,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,Auvi-Q (epinephrine injection) is a voice-guided epinephrine auto-injector for the emergency treatment of life-threatening allergic reactions in people who are at risk for or have a history of anaphylaxis.,Sanofi,"Anaphylaxis, Allergic Reaction",10-Aug-12,8/10/12,epinephrine injection,New formulation or New Manufacturer,0,,,,,,,,,,,
,Marqibo,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Marqibo (vincristine sulfate liposome injection) is a vinca alkaloid indicated for the treatment of adult patients with Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL).,Talon Therapeutics Inc.,Acute Lymphoblastic Leukemia,9-Aug-12,8/9/12,vincristine sulfate liposome injection,New formulation or New Manufacturer,0,,,,,,,,,,,
1,Zaltrap,,,,,,,,TRUE,,,,,,,Zaltrap (ziv-aflibercept) is an angiogenesis inhibitor for the combination treatment of patients with metastatic colorectal cancer.,"Sanofi and Regeneron Pharmaceuticals, Inc.",Colorectal Cancer,3-Aug-12,8/3/12,ziv-aflibercept,No,1226,612,614,0,,,,,,,,
,Vascepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vascepa (icosapent ethyl) is an ethyl ester of eicosapentaenoic acid (EPA) indicated as an adjunct to diet to reduce triglyceride levels in adult patients with severe hypertriglyceridemia, and as an adjunct to statin therapy to reduce the risk of of cardiovascular events.",Amarin Corporation plc,"Hypertriglyceridemia, Cardiovascular Risk Reduction",26-Jul-12,7/26/12,icosapent ethyl,New formulation or New Manufacturer,0,,,,,,,,,,,
,Rayos,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rayos (prednisone) is a delayed release corticosteroid indicated as an anti-inflammatory or immunosuppressive agent to treat a broadrange of diseases including rheumatoid arthritis, polymyalgiarheumatica, psoriatic arthritis, ankylosing spondylitis, asthma and chronic obstructive pulmonary disease (COPD).","Horizon Pharma, Inc.","Rheumatoid Arthritis, Polymyalgia Rheumatica, Psoriatic Arthritis, Ankylosing Spondylitis, Asthma, Chronic Obstructive Pulmonary Disease",26-Jul-12,7/26/12,prednisone,New Dosage Form,0,,,,,,,,,,,
1,Tudorza,,,,,,,,,,,,TRUE,,,"Tudorza Pressair (aclidinium bromide inhalation powder) is an anticholinergic indicated for the long-term maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. ","Allergan, Inc.",Chronic Obstructive Pulmonary Disease,23-Jul-12,7/23/12,aclidinium bromide inhalation powder,No,1276,636,640,0,,,,,,,,
1,Kyprolis,,,,,,,,TRUE,,,,,,,Kyprolis (carfilzomib) is a proteasome inhibitor indicated for the treatment of patients with multiple myeloma.,Amgen Inc.,Multiple Myeloma,20-Jul-12,7/20/12,carfilzomib,No,266,266,0,0,,,,,,,,
,Qsymia,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qsymia (phentermine and topiramate) is a combination of phentermine, a sympathomimetic amine anorectic, and topiramate extended-release, an antiepileptic drug, indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management in adults.","Vivus, Inc.",Obesity,17-Jul-12,7/17/12,phentermine and topiramate,New Combination,0,,,,,,,,,,,
1,Prepopik,TRUE,,,,,,,,,,,,,,"Prepopik (sodium picosulfate, magnesium oxide and citric acid) is a stimulant laxative and osmotic laxative combination indicated for cleansing of the colon as a preparation for colonoscopy in adults.",Ferring Pharmaceuticals,Bowel Preparation,16-Jul-12,7/16/12,"sodium picosulfate, magnesium oxide and citric acid",No,1195,598,0,597,,,,,,,,
1,Myrbetriq,,,,,TRUE,,,,,,,,,,"Myrbetriq (mirabegron) is a beta-3 adrenergic agonist indicated for the treatment of overactive bladder (OAB) with symptoms of urge urinary incontinence, urgency, and urinary frequency.",Astellas Pharma Inc.,Overactive Bladder,28-Jun-12,6/28/12,mirabegron,No,2007,1129,878,0,,,,,,,,
1,Belviq,TRUE,,,,,,,,,,,,,,"Belviq (lorcaserin) is a serotonin 2C receptor agonist indicated for chronic weight management in adults who are obese, or overweight and who have at least one weight-related condition such as high blood pressure, type 2 diabetes, or high cholesterol.","Arena Pharmaceuticals, Inc.",Obesity,27-Jun-12,6/27/12,lorcaserin,No,6635,3349,3286,0,,,,,,,,
,MenHibrix,,,,,,,,,,,,,,,MenHibrix (Hib-MenCY-TT) is a combination vaccine for the active immunization of infants and young children 6 weeks through 18 months of age for the prevention of invasive diseases caused by Neisseria meningitidis serogroups C and Y and Haemophilus influenzae type b (Hib).,GlaxoSmithKline,"Haemophilus influenzae Prophylaxis, Meningococcal Meningitis Prophylaxis",14-Jun-12,6/14/12,Hib-MenCY-TT,Yes,0,,,,,,,,,,,
1,Perjeta,,,,,,,,TRUE,,,,,,,Perjeta (pertuzumab) is a humanized monoclonal antibody indicated for the treatment of HER2-positive breast cancer.,Genentech,Breast Cancer,8-Jun-12,6/8/12,pertuzumab,No,808,402,406,0,,,,,,,,
,Pertzye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pertzye (pancrelipase) is a combination of porcine-derived lipases, proteases, and amylases indicated for the treatment of exocrine pancreatic insufficiency due to cystic fibrosis or other conditions. ","Digestive Care, Inc.",Pancreatic Exocrine Dysfunction,17-May-12,5/17/12,pancrelipase,Drug Already Marketed without Approved NDA,0,,,,,,,,,,,
,Fabior,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fabior (tazarotene) Foam is a retinoid indicated for the topical treatment of acne vulgaris.,"Stiefel Laboratories, Inc.",Acne,11-May-12,5/11/12,tazarotene,New dosage,0,,,,,,,,,,,
1,Elelyso,TRUE,,,,,,,,,,,,,,Elelyso (taliglucerase alfa) is a plant-cell expressed recombinant form of glucocerebrosidase for the treatment of Gaucher disease.,"Protalix BioTherapeutics, Inc.",Gaucher Disease,1-May-12,5/1/12,taliglucerase alfa,No,56,56,0,0,,,,,,,,
,Fuzeon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fuzeon (enfuvirtide) is a fusion inhibitor used in combination with othermedicines to treat HIV infection.",Roche,HIV Infection,13-Mar-03,3/13/03,enfuvirtide,,,,,,,,,,,,,
,Femring,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Femring (estradiol acetate) is a vaginal estrogen product in the form of a flexible,self-inserted ring. Femring is indicated to treat both the hot flushes and vaginal symptoms associated with menopause.",Galen Ltd,Postmenopausal Symptoms,20-Mar-03,3/20/03,estradiol acetate,,,,,,,,,,,,,
,Somavert,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Somavert (pegvisomant) is a growth hormone receptor antagonist indicated for thetreatment of acromegaly.",Pharmacia and Upjohn,Acromegaly,25-Mar-03,3/25/03,pegvisomant,,,,,,,,,,,,,
,Emend,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Emend (aprepitant) is a substance P/neurokinin 1 (NK1) receptor antagonist used in combination with other antiemetic agents to prevent and control acute and delayed nausea and vomiting associated with chemotherapy.,Merck,Nausea/Vomiting -- Chemotherapy Induced,27-Mar-03,3/27/03,aprepitant,,,,,,,,,,,,,
,Ribasphere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ribasphere (ribavirin) is a nucleoside analogue indicated in combination with peginterferon alfa-2a for thetreatment of adults with chronic hepatitis C virus infection.","Three Rivers Pharmaceuticals, LLC",Chronic Hepatitis C,6-Apr-04,4/6/04,ribavirin,,,,,,,,,,,,,
